Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RL,OpenOU,,CloseOU,
320,901,N,SEA,MGONZALES-L,0,0,5,1,3,0,0,0,0,9,107,120,+1.5(-160),8.5,-110,8.5,-120
320,902,N,OAK,MFIERS-R,1,1,2,0,0,0,3,0,0,7,-127,-130,-1.5(+140),8.5,-110,8.5,100
321,903,N,SEA,YKIKUCHI-L,0,2,1,0,0,0,1,0,0,5,109,-125,+1.5(-262),9,-110,9,-130
321,904,N,OAK,MESTRADA-R,0,0,0,0,2,0,2,0,0,4,-129,115,-1.5(+216),9,-110,9,110
328,905,V,NYM,JDEGROM-R,1,0,0,0,0,0,0,1,0,2,110,115,+1.5(-215),6.5,-110,6.5,-105
328,906,H,WAS,MSCHERZER-R,0,0,0,0,0,0,0,0,0,0,-121,-125,-1.5(+180),6.5,-110,6.5,-115
328,907,V,STL,MMIKOLAS-R,0,3,0,0,0,0,1,0,0,4,104,104,+1.5(-205),8.5,-110,8.5,-120
328,908,H,MIL,JCHACIN-R,0,1,3,0,1,0,0,0,x,5,-114,-114,-1.5(+172),8.5,-110,8.5,100
328,909,V,ATL,JTEHERAN-R,0,1,0,0,0,0,2,1,0,4,170,170,+1.5(-130),7.5,-110,8,-105
328,910,H,PHI,ANOLA-R,1,0,0,2,0,3,4,0,x,10,-190,-185,-1.5(+110),7.5,-110,8,-115
328,911,V,PIT,JTAILLON-R,0,0,0,0,0,2,0,1,0,3,105,107,+1.5(-215),8,-110,8.5,-105
328,912,H,CIN,LCASTILLO-R,0,1,0,0,0,0,4,0,x,5,-115,-117,-1.5(+180),8,-110,8.5,-115
328,913,V,ARI,ZGREINKE-R,0,0,0,0,0,1,1,0,3,5,144,155,+1.5(-145),7.5,-110,7,-120
328,914,H,LAD,HRYU-L,1,2,0,4,0,2,3,0,x,12,-160,-165,-1.5(+125),7.5,-110,7,100
328,915,V,SFO,MBUMGARNER-L,0,0,0,0,0,0,0,0,0,0,-114,117,+1.5(-190),8,-110,7.5,-105
328,916,H,SDG,ELAUER-L,0,0,1,0,0,1,0,0,x,2,104,-127,-1.5(+162),8,-110,7.5,-115
328,917,V,COL,KFREELAND-L,0,0,0,4,2,0,0,0,0,6,-145,-135,-1.5(+120),7.5,-110,7.5,-105
328,918,H,MIA,JURENA-R,0,0,0,0,0,1,0,1,1,3,131,125,+1.5(-140),7.5,-110,7.5,-115
328,919,V,BAL,ACASHNER-R,0,0,0,1,0,1,0,0,0,2,296,320,+1.5(+161),9,-110,9,110
328,920,H,NYY,MTANAKA-R,3,0,1,0,2,0,0,1,x,7,-340,-380,-1.5(-188),9,-110,9,-130
328,921,V,DET,JZIMMERMANN-R,0,0,0,0,0,0,0,0,0,2,126,132,+1.5(-152),9,-110,8.5,-120
328,922,H,TOR,MSTROMAN-R,0,0,0,0,0,0,0,0,0,0,-140,-142,-1.5(+133),9,-110,8.5,100
328,923,V,HOU,JVERLANDER-R,0,0,3,1,1,0,0,0,0,5,-121,-128,-1.5(+133),6.5,-110,7,100
328,924,H,TAM,BSNELL-L,1,0,0,0,0,0,0,0,0,1,110,118,+1.5(-152),6.5,-110,7,-120
328,925,V,LAA,TCAHILL-R,0,0,0,0,0,0,0,0,0,0,110,-108,-1.5(+144),9,-110,8.5,-115
328,926,H,OAK,MFIERS-R,0,1,1,1,0,1,0,0,x,4,-121,-102,+1.5(-165),9,-110,8.5,-105
328,927,V,CLE,CKLUBER-R,0,0,0,0,0,0,0,0,0,0,-135,107,+1.5(-210),7.5,-110,7.5,110
328,928,H,MIN,JBERRIOS-R,0,0,0,0,0,0,2,0,x,2,122,-117,-1.5(+176),7.5,-110,7.5,-130
328,929,V,CWS,CRODON-L,0,0,0,0,0,0,0,0,3,3,104,106,+1.5(-195),8.5,-110,8.5,-105
328,930,H,KAN,BKELLER-R,0,0,0,1,0,2,2,0,x,5,-114,-116,-1.5(+166),8.5,-110,8.5,-115
328,931,V,BOS,CSALE-L,1,1,0,0,0,2,0,0,0,4,-185,-210,-1.5(-125),7,-110,7,-110
328,932,H,SEA,MGONZALES-L,0,3,4,0,1,2,2,0,x,12,166,190,+1.5(+105),7,-110,7,-110
328,933,V,CUB,JLESTER-L,0,0,0,1,6,2,1,2,0,12,-135,-115,-1.5(+132),9.5,-110,9.5,100
328,934,H,TEX,MMINOR-L,0,0,2,0,0,0,0,0,2,4,122,105,+1.5(-152),9.5,-110,9.5,-120
329,951,V,COL,GMARQUEZ-R,0,0,0,0,0,1,1,0,4,6,-155,-152,-1.5(+105),7.5,-110,7,-110
329,952,H,MIA,TRICHARDS-R,0,0,0,1,0,0,0,0,0,1,135,142,+1.5(-126),7.5,-110,7,-110
329,953,V,STL,JFLAHERTY-R,3,0,0,1,0,1,3,1,0,9,106,-108,-1.5(+140),8.5,-110,8.5,105
329,954,H,MIL,FPERALTA-R,0,0,3,1,0,0,0,1,0,5,-126,-102,+1.5(-160),8.5,-110,8.5,-125
329,955,V,SFO,DHOLLAND-L,0,0,0,0,0,0,0,0,1,1,130,145,+1.5(-150),7.5,-110,7.5,100
329,956,H,SDG,JLUCCHESI-L,0,2,1,0,1,0,0,0,x,4,-150,-155,-1.5(+130),7.5,-110,7.5,-120
329,957,V,ARI,RRAY-L,0,0,0,0,0,0,3,1,0,5,144,160,+1.5(-145),7.5,-110,7,-115
329,958,H,LAD,RSTRIPLING-R,0,1,2,0,0,0,1,0,0,4,-165,-170,-1.5(+125),7.5,-110,7,-105
329,959,V,DET,MBOYD-L,0,0,0,0,0,0,0,0,0,0,115,111,+1.5(-180),9,-110,9,100
329,960,H,TOR,MSHOEMAKER-R,0,0,0,4,0,0,2,0,x,6,-135,-121,-1.5(+155),9,-110,9,-120
329,961,V,HOU,GCOLE-R,0,0,2,0,0,0,0,0,0,2,-145,-138,-1.5(+118),7,-110,7,-125
329,962,H,TAM,CMORTON-R,0,0,3,0,0,1,0,0,x,4,125,128,+1.5(-138),7,-110,7,105
329,963,V,LAA,MHARVEY-R,0,0,0,0,0,0,0,4,2,6,101,-109,-1.5(+151),8,-110,8.5,-120
329,964,H,OAK,MESTRADA-R,0,0,0,0,0,2,0,0,0,2,-121,-101,+1.5(-175),8,-110,8.5,100
329,965,V,BOS,NEOVALDI-R,0,1,0,0,1,1,0,1,3,7,-150,-139,-1.5(+115),8,-110,8,100
329,966,H,SEA,YKIKUCHI-L,2,1,0,3,0,0,0,0,0,6,130,129,+1.5(-135),8,-110,8,-120
330,901,V,NYM,NSYNDERGAARD-R,3,1,0,0,0,0,0,4,3,11,110,102,+1.5(-220),7,-110,7.5,-105
330,902,H,WAS,SSTRASBURG-R,1,0,2,0,0,1,0,0,4,8,-130,-112,-1.5(+184),7,-110,7.5,-115
330,905,V,ATL,BWILSON-R,1,2,0,0,1,0,0,0,2,6,125,135,+1.5(-160),8.5,-110,9,-120
330,906,H,PHI,NPIVETTA-R,0,1,0,3,2,0,1,1,x,8,-145,-145,-1.5(+140),8.5,-110,9,100
330,907,V,COL,TANDERSON-L,0,0,2,0,0,1,0,0,0,3,-145,-128,-1.5(+124),8,-110,7.5,105
330,908,H,MIA,PLOPEZ-R,0,2,0,3,0,0,2,0,x,7,125,118,+1.5(-144),8,-110,7.5,-125
330,909,V,STL,DHUDSON-R,0,0,1,1,0,0,0,0,0,2,105,122,+1.5(-170),8.5,-110,9,-105
330,910,H,MIL,BWOODRUFF-R,1,0,3,0,0,0,0,0,x,4,-125,-132,-1.5(+147),8.5,-110,9,-115
330,911,V,SFO,DRODRIGUEZ-R,0,0,0,0,0,3,0,0,0,3,105,120,+1.5(-190),7.5,-110,7.5,-125
330,912,H,SDG,NMARGEVICIUS-L,0,0,0,0,0,2,0,0,0,2,-125,-130,-1.5(+163),7.5,-110,7.5,105
330,913,V,ARI,ZGODLEY-R,1,0,0,0,1,0,1,2,0,5,151,177,+1.5(-120),7.5,-110,7.5,-120
330,914,H,LAD,KMAEDA-R,1,0,4,0,1,5,0,7,x,18,-175,-194,-1.5(+100),7.5,-110,7.5,100
330,915,V,BAL,NKARNS-R,0,0,0,0,0,2,1,0,2,5,299,340,+1.5(+155),8.5,-110,8.5,-105
330,916,H,NYY,JPAXTON-L,0,0,0,1,0,0,0,0,2,3,-375,-410,-1.5(-180),8.5,-110,8.5,-115
330,917,V,CLE,TBAUER-R,0,0,0,1,0,0,0,0,1,2,-110,-120,-1.5(+135),8,-110,7,-110
330,918,H,MIN,JODORIZZI-R,0,0,0,1,0,0,0,0,0,1,-110,110,+1.5(-155),8,-110,7,-110
330,919,V,CWS,RLOPEZ-R,0,0,0,0,0,3,3,0,0,6,-105,120,+1.5(-180),8.5,-110,7.5,-105
330,920,H,KAN,JJUNIS-R,0,0,3,0,1,4,0,0,x,8,-115,-130,-1.5(+155),8.5,-110,7.5,-115
330,921,V,DET,STURNBULL-R,0,0,0,0,0,0,0,0,0,0,120,116,+1.5(-183),9,-110,8.5,-120
330,922,H,TOR,ASANCHEZ-R,0,0,0,3,0,0,0,0,x,3,-140,-126,-1.5(+158),9,-110,8.5,100
330,923,V,HOU,CMCHUGH-R,1,0,0,0,0,0,0,0,0,1,-130,-118,-1.5(+141),7.5,-110,8,-125
330,924,H,TAM,TGLASNOW-R,0,0,0,0,2,0,0,1,x,3,110,108,+1.5(-161),7.5,-110,8,105
330,925,V,LAA,FPENA-R,0,0,0,0,0,0,0,2,0,2,105,109,+1.5(-195),8.5,-110,8.5,-105
330,926,H,OAK,BANDERSON-L,0,0,2,2,0,0,0,0,x,4,-125,-119,-1.5(+166),8.5,-110,8.5,-115
330,927,V,BOS,ERODRIGUEZ-L,0,1,1,0,0,0,0,0,3,5,-150,-158,-1.5(-112),8.5,-110,8.5,100
330,928,H,SEA,MLEAKE-R,2,0,0,1,3,0,0,0,x,6,130,148,+1.5(-108),8.5,-110,8.5,-120
330,929,V,CUB,YDARVISH-R,3,0,1,0,2,0,0,0,0,6,-150,-155,-1.5(-115),9.5,-110,9.5,100
330,930,H,TEX,EVOLQUEZ-R,0,1,2,0,0,0,2,3,x,8,130,145,+1.5(-105),9.5,-110,9.5,-120
331,951,V,PIT,JMUSGROVE-R,1,1,1,0,0,0,0,2,0,5,120,125,+1.5(-180),8.5,-119,8,-115
331,952,H,CIN,SGRAY-R,0,0,0,0,0,0,0,0,0,0,-140,-135,-1.5(+155),8.5,-101,8,-105
331,953,V,COL,JGRAY-R,0,0,0,0,0,0,0,0,0,0,-150,-158,-1.5(+110),7.5,-119,7.5,-105
331,954,H,MIA,SALCANTARA-R,0,0,0,2,0,0,1,0,x,3,130,148,+1.5(-130),7.5,-101,7.5,-115
331,955,V,NYM,ZWHEELER-R,0,0,1,0,0,1,0,3,0,5,110,155,+1.5(-145),7.5,-119,7,-110
331,956,H,WAS,PCORBIN-L,0,0,3,0,1,1,0,0,1,6,-130,-165,-1.5(+125),7.5,-101,7,-110
331,957,V,STL,MWACHA-R,0,0,0,2,2,0,0,0,0,4,100,100,+1.5(-215),8,-110,9,105
331,958,H,MIL,CBURNES-R,1,0,0,0,0,0,2,0,2,5,-120,-110,-1.5(+180),8,-110,9,-125
331,959,V,ARI,LWEAVER-R,0,0,0,7,0,0,0,0,0,7,192,177,+1.5(-125),7.5,-115,7.5,-110
331,960,H,LAD,WBUEHLER-R,3,0,1,1,0,0,0,3,x,8,-230,-194,-1.5(+105),7.5,-105,7.5,-110
331,961,V,SFO,JSAMARDZIJA-R,0,0,0,0,1,0,0,0,0,1,125,162,+1.5(-131),8,-120,7.5,-105
331,962,H,SDG,CPADDACK-R,0,0,0,0,1,0,1,1,x,3,-145,-174,-1.5(+111),8,100,7.5,-115
331,963,V,ATL,KWRIGHT-R,0,0,1,0,0,0,0,0,0,1,130,130,+1.5(-159),8.5,-119,8,-120
331,964,H,PHI,JARRIETA-R,0,0,1,0,2,0,2,0,x,5,-150,-140,-1.5(+139),8.5,-101,8,100
331,965,V,BAL,DBUNDY-R,3,0,1,0,1,0,0,2,0,7,281,280,+1.5(+129),9,-101,8.5,-105
331,966,H,NYY,JHAPP-L,0,0,0,3,0,0,1,0,1,5,-350,-320,-1.5(-149),9,-119,8.5,-115
331,967,V,DET,MMOORE-L,0,0,0,0,0,0,3,0,0,4,115,142,+1.5(-135),9,-120,9,-115
331,968,H,TOR,TTHORNTON-R,0,0,0,0,0,0,0,3,0,3,-135,-152,-1.5(+115),9,100,9,-105
331,969,V,HOU,WMILEY-L,0,0,1,0,0,0,0,0,0,1,-119,-113,-1.5(+140),8,-110,8.5,-110
331,970,H,TAM,YCHIRINOS-R,1,0,2,0,0,0,0,0,x,3,-101,103,+1.5(-160),8,-110,8.5,-110
331,971,V,CLE,CCARRASCO-R,0,0,0,0,0,0,0,3,0,3,-115,-110,-1.5(+148),7,-120,7,-115
331,972,H,MIN,MPINEDA-R,0,1,0,2,5,0,0,1,x,9,-105,100,+1.5(-170),7,100,7,-105
331,973,V,CWS,LGIOLITO-R,0,0,0,2,0,2,2,0,0,6,-105,117,+1.5(-180),9,-110,8,-120
331,974,H,KAN,JLOPEZ-R,0,0,0,0,0,0,2,1,0,3,-115,-127,-1.5(+155),9,-110,8,100
331,975,V,LAA,TSKAGGS-L,0,0,0,0,0,1,0,0,0,1,-110,114,+1.5(-190),9,-101,8.5,-105
331,976,H,OAK,FMONTAS-R,0,0,0,1,1,0,0,0,x,2,-110,-124,-1.5(+163),9,-119,8.5,-115
331,977,V,BOS,RPORCELLO-R,3,0,0,3,0,1,0,0,1,8,-150,-136,-1.5(+120),9,100,8,-120
331,978,H,SEA,WLEBLANC-L,0,2,7,1,0,0,0,0,x,10,130,126,+1.5(-140),9,-120,8,100
331,979,V,CUB,CHAMELS-L,0,1,2,1,0,4,0,2,0,10,-155,-130,-1.5(+120),9.5,-101,8.5,-120
331,980,H,TEX,LLYNN-R,0,0,0,5,0,1,4,0,1,11,135,120,+1.5(-140),9.5,-119,8.5,100
401,901,V,STL,AWAINWRIGHT-R,0,0,0,0,0,0,3,1,1,6,110,116,+1.5(-200),8,100,7.5,105
401,902,H,PIT,CARCHER-R,3,0,1,0,0,0,0,1,0,5,-130,-126,-1.5(+170),8,-120,7.5,-125
401,903,V,MIL,ZDAVIES-R,3,0,0,0,0,0,0,0,1,4,105,-109,-1.5(+148),8.5,-110,8.5,-125
401,904,H,CIN,TROARK-R,0,0,0,0,2,1,0,0,0,3,-125,-101,+1.5(-170),8.5,-110,8.5,105
401,905,V,CUB,KHENDRICKS-R,0,0,0,0,0,0,0,0,0,0,-115,100,+1.5(-210),8.5,100,8,-115
401,906,H,ATL,SNEWCOMB-L,4,0,1,0,2,1,0,0,x,8,-105,-110,-1.5(+176),8.5,-120,8,-105
401,907,V,NYM,SMATZ-L,0,1,0,1,0,0,1,0,4,7,-150,-125,-1.5(+124),8,100,7.5,-105
401,908,H,MIA,CSMITH-L,2,0,0,0,0,1,0,0,0,3,130,115,+1.5(-144),8,-120,7.5,-115
401,909,V,SFO,DPOMERANZ-L,0,0,0,0,0,1,3,0,0,4,172,185,+1.5(-117),8,-109,7.5,-115
401,910,H,LAD,JURIAS-L,0,0,0,0,2,0,0,0,0,2,-205,-205,-1.5(-103),8,-111,7.5,-105
401,911,V,ARI,MKELLY-R,2,1,2,0,4,0,1,0,0,10,140,155,+1.5(-145),7.5,-110,7.5,-115
401,912,H,SDG,MSTRAHM-L,0,0,0,0,0,3,0,0,0,3,-160,-165,-1.5(+125),7.5,-110,7.5,-105
401,913,V,CWS,INOVA-R,0,0,0,0,0,0,0,3,0,3,148,150,+1.5(-150),7.5,100,7.5,-105
401,914,H,CLE,MCLEVINGER-R,0,0,0,0,0,1,0,4,x,5,-170,-160,-1.5(+130),7.5,-120,7.5,-115
401,915,V,DET,TROSS-R,0,0,0,1,0,0,0,0,0,1,176,190,+1.5(-104),9,100,8.5,-115
401,916,H,NYY,DGERMAN-R,0,1,1,0,1,0,0,0,x,3,-210,-210,-1.5(-116),9,-120,8.5,-105
401,917,V,BAL,DHESS-R,4,1,0,0,0,0,1,0,0,6,144,163,+1.5(-135),9,-105,9,105
401,918,H,TOR,SREID-FOLEY-R,0,0,0,0,0,0,2,1,2,5,-165,-176,-1.5(+115),9,-115,9,-125
401,919,V,HOU,BPEACOCK-R,1,0,0,0,0,1,0,0,0,2,-165,-165,-1.5(-123),9.5,-110,9.5,-110
401,920,H,TEX,DSMYLY-L,0,0,1,0,0,0,0,0,0,1,144,155,+1.5(+103),9.5,-110,9.5,-110
401,921,V,BOS,DPRICE-L,0,0,0,0,0,0,0,0,0,0,-140,-140,-1.5(+110),8,-110,9,-105
401,922,H,OAK,ABROOKS-R,0,1,1,0,0,2,0,3,x,7,120,130,+1.5(-130),8,-110,9,-115
401,923,V,LAA,CSTRATTON-R,0,1,0,2,0,0,0,0,0,3,-110,-103,+1.5(-210),8.5,-120,9,-105
401,924,H,SEA,FHERNANDEZ-R,4,0,0,0,0,0,2,0,x,6,-110,-107,-1.5(+176),8.5,100,9,-115
401,925,V,COL,CBETTIS-R,0,0,0,0,0,1,0,0,0,1,118,135,+1.5(-155),9,-110,8.5,-120
401,926,H,TAM,RSTANEK-R,0,0,0,3,0,3,1,0,x,7,-138,-145,-1.5(+135),9,-110,8.5,100
402,951,V,MIL,JCHACIN-R,0,0,1,0,0,3,0,0,0,4,-121,-110,-1.5(+144),8.5,-105,9,100
402,952,H,CIN,ADESCLAFANI-R,0,0,0,1,0,1,0,1,0,3,101,100,+1.5(-165),8.5,-115,9,-120
402,953,V,PHI,ZEFLIN-R,0,1,0,1,0,4,0,2,0,8,173,165,+1.5(-137),7,-110,7,-125
402,954,H,WAS,MSCHERZER-R,0,0,0,0,0,2,0,0,0,2,-206,-180,-1.5(+117),7,-110,7,105
402,955,V,NYM,JVARGAS-L,5,0,0,0,0,0,1,0,0,6,-126,-136,-1.5(+115),8,-110,8,-120
402,956,H,MIA,JURENA-R,1,0,0,0,1,0,2,1,0,5,106,126,+1.5(-135),8,-110,8,100
402,957,V,ARI,ZGREINKE-R,0,0,0,4,0,2,1,1,0,8,-111,106,+1.5(-220),7,-110,7.5,100
402,958,H,SDG,ELAUER-L,2,0,0,0,0,1,2,0,0,5,-109,-116,-1.5(+184),7,-110,7.5,-120
402,959,V,SFO,MBUMGARNER-L,0,0,0,0,0,2,0,0,3,5,152,146,+1.5(-155),7,-110,7,-105
402,960,H,LAD,HRYU-L,0,0,5,0,0,0,1,0,x,6,-176,-156,-1.5(+135),7,-110,7,-115
402,961,V,DET,JZIMMERMANN-R,0,0,0,0,0,1,0,0,2,3,208,205,+1.5(-110),8,-110,7.5,-120
402,962,H,NYY,MTANAKA-R,0,1,0,0,0,0,0,0,0,1,-251,-230,-1.5(-110),8,-110,7.5,100
402,963,V,BAL,ACASHNER-R,0,0,0,0,0,2,0,0,0,2,177,162,+1.5(-125),8.5,-120,8.5,-105
402,964,H,TOR,MSTROMAN-R,0,0,0,0,0,0,0,0,1,1,-211,-174,-1.5(+105),8.5,100,8.5,-115
402,965,V,HOU,JVERLANDER-R,1,1,0,0,1,1,0,0,0,4,-221,-220,-1.5(-155),9,-110,9,100
402,966,H,TEX,SMILLER-R,0,2,0,0,2,0,2,0,x,6,184,200,+1.5(+135),9,-110,9,-120
402,967,V,MIN,JBERRIOS-R,0,0,0,1,2,0,0,0,1,5,-141,-145,-1.5(+110),7.5,100,7,-120
402,968,H,KAN,BKELLER-R,1,0,0,1,0,1,0,1,0,4,121,135,+1.5(-130),7.5,-120,7,100
402,969,V,BOS,CSALE-L,0,0,0,0,0,0,0,0,0,0,-171,-170,-1.5(-110),7,-120,8,-105
402,970,H,OAK,MFIERS-R,1,0,0,0,0,0,0,0,x,1,148,160,+1.5(-110),7,100,8,-115
402,971,V,LAA,TCAHILL-R,0,1,0,0,0,0,0,0,0,1,101,100,+1.5(-200),8.5,-110,8.5,100
402,972,H,SEA,MGONZALES-L,0,0,0,0,0,1,0,1,x,2,-121,-110,-1.5(+170),8.5,-110,8.5,-120
402,973,V,COL,KFREELAND-L,0,0,0,0,0,0,0,0,0,0,131,160,+1.5(-143),7,100,7,-105
402,974,H,TAM,BSNELL-L,3,0,0,0,0,1,0,0,x,4,-151,-170,-1.5(+123),7,-120,7,-115
403,901,V,MIL,FPERALTA-R,0,1,0,0,0,0,0,0,0,1,-109,118,+1.5(-185),8.5,-110,8.5,-105
403,902,H,CIN,LCASTILLO-R,0,0,0,0,0,0,0,0,0,0,-111,-128,-1.5(+160),8.5,-110,8.5,-115
403,903,V,PHI,ANOLA-R,2,0,0,2,0,0,0,4,0,8,-130,-135,-1.5(+115),7.5,-110,8,-110
403,904,H,WAS,ASANCHEZ-R,3,0,3,0,0,0,0,2,1,9,110,125,+1.5(-135),7.5,-110,8,-110
403,905,V,ARI,RRAY-L,0,0,0,0,0,0,0,0,1,1,115,132,+1.5(-185),7.5,-110,7,-110
403,906,H,SDG,JLUCCHESI-L,0,0,0,0,1,1,2,0,x,4,-135,-142,-1.5(+160),7.5,-110,7,-110
403,907,V,NYM,JDEGROM-R,0,1,2,0,0,0,1,2,0,6,-215,-210,-1.5(-118),7,-110,6.5,-110
403,908,H,MIA,TRICHARDS-R,0,0,0,0,0,0,0,0,4,4,180,190,+1.5(-102),7,-110,6.5,-110
403,909,V,STL,MMIKOLAS-R,0,0,0,0,0,0,1,2,0,5,-110,-104,+1.5(-225),7.5,-110,7.5,105
403,910,H,PIT,JTAILLON-R,0,2,1,0,0,0,0,0,0,4,-110,-106,-1.5(+188),7.5,-110,7.5,-125
403,911,V,CUB,JLESTER-L,0,1,0,0,0,2,1,0,0,4,-115,120,+1.5(-175),8.5,-110,9,100
403,912,H,ATL,JTEHERAN-R,0,0,2,0,0,0,0,4,x,6,-105,-130,-1.5(+151),8.5,-110,9,-120
403,913,V,SFO,DHOLLAND-L,0,0,0,3,0,0,0,0,0,3,180,175,+1.5(-120),7.5,-110,7,-105
403,914,H,LAD,RSTRIPLING-R,2,0,0,0,0,0,2,1,x,5,-215,-190,-1.5(+100),7.5,-110,7,-115
403,915,V,CWS,CRODON-L,3,1,0,2,0,0,0,2,0,8,166,170,+1.5(-130),7,-110,6.5,-125
403,916,H,CLE,CKLUBER-R,1,0,0,0,0,0,0,0,2,3,-195,-185,-1.5(+110),7,-110,6.5,105
403,917,V,MIN,KGIBSON-R,0,1,0,2,0,1,0,2,1,7,-145,-130,-1.5(+120),8.5,-110,8.5,-125
403,918,H,KAN,HBAILEY-R,1,0,0,0,5,0,0,0,0,6,125,120,+1.5(-140),8.5,-110,8.5,105
403,919,V,DET,MBOYD-L,0,0,0,1,0,0,0,1,0,2,163,163,+1.5(-125),8.5,-110,9.5,105
403,920,H,NYY,JLOAISIGA-R,0,0,1,0,0,0,0,0,0,1,-190,-176,-1.5(+105),8.5,-110,9.5,-125
403,921,V,BAL,NKARNS-R,0,0,0,0,0,0,0,0,3,3,144,140,+1.5(-155),9,-110,8.5,100
403,922,H,TOR,MSHOEMAKER-R,1,0,1,0,0,0,0,3,x,5,-165,-150,-1.5(+135),9,-110,8.5,-120
403,923,V,HOU,GCOLE-R,0,0,0,0,0,0,0,0,0,0,-165,-210,-1.5(-140),9,-110,9,-105
403,924,H,TEX,MMINOR-L,1,0,0,2,0,0,0,1,x,4,144,190,+1.5(+120),9,-110,9,-115
403,925,V,BOS,NEOVALDI-R,0,0,0,0,1,2,0,0,3,6,-130,-140,-1.5(+114),8.5,-110,8.5,-115
403,926,H,OAK,MESTRADA-R,0,1,0,2,0,0,0,0,0,3,110,130,+1.5(-134),8.5,-110,8.5,-105
403,927,V,COL,GMARQUEZ-R,0,0,0,0,0,0,0,0,0,1,112,114,+1.5(-200),7,-110,6.5,-125
403,928,H,TAM,CMORTON-R,0,0,0,0,0,0,0,0,0,0,-132,-124,-1.5(+170),7,-110,6.5,105
404,951,V,WAS,SSTRASBURG-R,0,1,0,0,0,1,0,0,2,4,115,120,+1.5(-200),6.5,-119,6.5,-120
404,952,H,NYM,NSYNDERGAARD-R,0,0,0,0,0,0,0,0,0,0,-135,-130,-1.5(+170),6.5,-101,6.5,100
404,955,V,CIN,TMAHLE-R,0,0,0,0,0,0,0,0,0,0,105,-110,-1.5(+148),7.5,-119,8,-115
404,956,H,PIT,JLYLES-R,0,0,0,0,0,0,1,1,x,2,-125,100,+1.5(-170),7.5,-101,8,-105
404,957,V,CUB,YDARVISH-R,0,0,0,0,0,0,0,0,4,4,100,112,+1.5(-190),9,-101,9,100
404,958,H,ATL,MFRIED-L,0,0,0,1,5,0,1,2,x,9,-120,-122,-1.5(+163),9,-119,9,-120
404,959,V,KAN,JJUNIS-R,1,0,1,0,1,0,0,1,0,4,-110,-109,-1.5(+148),7.5,-119,7.5,-115
404,960,H,DET,STURNBULL-R,2,0,0,0,1,0,2,0,x,5,-110,-101,+1.5(-170),7.5,-101,7.5,-105
404,963,V,NYY,JPAXTON-L,0,0,1,0,0,4,0,0,3,8,-200,-215,-1.5(-140),8,-119,7.5,-120
404,964,H,BAL,ACOBB-R,3,0,0,0,1,0,0,0,0,4,170,195,+1.5(+120),8,-101,7.5,100
404,965,V,BOS,ERODRIGUEZ-L,2,0,1,0,0,0,0,0,0,3,-120,-118,-1.5(+140),8.5,100,8,-115
404,966,H,OAK,BANDERSON-L,0,0,3,3,0,1,0,0,x,7,100,108,+1.5(-160),8.5,-120,8,-105
404,967,V,TOR,ASANCHEZ-R,0,0,0,0,0,0,0,0,1,1,144,180,+1.5(-127),7,-110,6.5,-115
404,968,H,CLE,TBAUER-R,0,0,0,2,0,0,2,0,x,4,-165,-200,-1.5(+109),7,-110,6.5,-105
404,969,V,TEX,EVOLQUEZ-R,5,0,1,0,3,0,0,2,0,11,130,150,+1.5(-136),8,-119,9,-110
404,970,H,LAA,MHARVEY-R,1,0,1,0,0,1,0,0,1,4,-150,-160,-1.5(+116),8,-101,9,-110
405,901,V,LAD,KMAEDA-R,0,0,1,1,4,1,2,0,1,10,-130,-130,-1.5(+115),-120,100,-120,100
