Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RL,OpenOU,,CloseOU,
413,902,H,WAS,ASANCHEZ-R,0,0,0,1,0,0,0,2,x,3,NL,-119,-1.5(+166),8.5,-110,9,-120
413,903,V,COL,KFREELAND-L,0,0,0,0,0,1,1,0,0,2,105,103,+1.5(-205),7,-110,7,-105
413,904,H,SFO,MBUMGARNER-L,0,0,2,0,1,0,0,2,x,5,-125,-113,-1.5(+172),7,-110,7,-115
413,905,V,PHI,ZEFLIN-R,0,0,0,0,0,0,0,0,3,3,-170,-165,-1.5(-105),8,-110,7.5,-105
413,906,H,MIA,CSMITH-L,0,2,4,0,1,0,3,0,x,10,148,155,+1.5(-115),8,-110,7.5,-115
413,907,V,STL,AWAINWRIGHT-R,0,1,0,0,0,0,0,0,1,2,-140,-111,-1.5(+135),9,-110,-120,100
413,908,H,CIN,TROARK-R,0,0,0,0,0,1,1,3,x,5,120,101,+1.5(-155),9,-110,-120,-120
413,909,V,NYM,JVARGAS-L,0,4,0,0,0,0,0,1,2,7,115,140,+1.5(-135),9,-110,-120,100
413,910,H,ATL,SNEWCOMB-L,4,4,0,1,0,1,1,0,x,11,-135,-150,-1.5(+115),9,-110,-120,-120
413,911,V,SDG,MSTRAHM-L,2,0,2,0,0,0,1,0,0,5,100,100,+1.5(-210),9,-110,9,-110
413,912,H,ARI,MKELLY-R,0,0,0,0,0,4,0,0,0,4,-120,-110,-1.5(+176),9,-110,9,-110
413,913,V,MIL,ZDAVIES-R,0,1,0,1,2,0,0,0,0,4,103,137,+1.5(-155),8.5,-110,9,-110
413,914,H,LAD,CFERGUSON-L,0,0,0,1,0,0,0,0,0,1,-123,-147,-1.5(+135),8.5,-110,9,-110
413,915,V,CWS,INOVA-R,0,0,0,0,0,0,0,0,0,0,160,145,+1.5(-135),9,-110,-110,-110
413,916,H,NYY,CSABATHIA-L,0,0,0,0,0,0,3,1,x,4,-185,-155,-1.5(+115),9,-110,-110,-110
413,917,V,BAL,ACASHNER-R,2,0,0,0,1,4,2,0,0,9,199,240,+1.5(+120),9.5,-110,-115,-105
413,918,H,BOS,RPORCELLO-R,0,0,2,0,0,1,2,0,0,5,-240,-270,-1.5(-140),9.5,-110,-115,-115
413,919,V,DET,TROSS-R,0,0,2,0,0,1,0,0,0,3,151,180,+1.5(-114),7.5,-110,8,-120
413,920,H,MIN,MPINEDA-R,0,0,4,0,0,0,0,0,x,4,-175,-200,-1.5(-106),7.5,-110,8,100
413,921,V,TAM,BSNELL-L,0,0,0,0,0,1,0,0,0,1,-165,-200,-1.5(-135),7.5,-110,8,-110
413,922,H,TOR,CBUCHHOLZ-R,0,0,0,0,0,0,2,1,x,3,144,180,+1.5(+115),7.5,-110,8,-110
413,923,V,CLE,JRODRIGUEZ-R,0,0,0,0,0,0,0,0,0,0,-135,-106,-1.5(+144),9,-110,9,100
413,924,H,KAN,HBAILEY-R,0,0,1,1,0,0,1,0,x,3,115,-104,+1.5(-165),9,-110,9,-120
413,927,V,HOU,JVERLANDER-R,0,0,2,0,1,0,0,0,0,3,-170,-188,-1.5(-131),8.5,-110,8.5,-110
413,928,H,SEA,FHERNANDEZ-R,0,0,0,1,0,0,0,0,0,1,148,173,+1.5(+111),8.5,-110,8.5,-110
413,929,V,LAA,CSTRATTON-R,0,3,0,0,0,2,0,1,0,6,144,185,+1.5(-110),9,-110,9,-115
413,930,H,CUB,KHENDRICKS-R,0,0,1,0,1,0,0,2,1,5,-165,-205,-1.5(-110),9,-110,9,-105
414,951,V,PHI,VVELASQUEZ-R,0,0,0,1,0,0,0,0,0,3,-170,-150,-1.5(+110),8.5,-110,8.5,105
414,952,H,MIA,JURENA-R,0,0,0,0,0,1,0,0,0,1,148,140,+1.5(-130),8.5,-110,8.5,-125
414,953,V,PIT,JTAILLON-R,2,0,1,0,0,0,0,0,1,4,160,165,+1.5(-132),7,-110,8,100
414,954,H,WAS,MSCHERZER-R,1,0,2,0,0,0,0,0,0,3,-185,-180,-1.5(+112),7,-110,8,-120
414,955,V,STL,MMIKOLAS-R,4,0,0,0,0,0,5,0,0,9,-125,-120,-1.5(+136),-110,-110,-105,-115
414,956,H,CIN,ADESCLAFANI-R,0,0,0,0,4,0,0,1,0,5,105,110,+1.5(-159),-110,-110,-105,-105
414,957,V,COL,GMARQUEZ-R,0,0,1,0,3,0,0,0,0,4,-125,-108,-1.5(+155),7,-110,7,100
414,958,H,SFO,DHOLLAND-L,0,0,0,0,0,0,0,0,0,0,105,-102,+1.5(-180),7,-110,7,-120
414,959,V,SDG,ELAUER-L,1,0,0,0,1,0,0,2,0,4,110,125,+1.5(-170),8.5,-110,8,-120
414,960,H,ARI,ZGREINKE-R,0,0,2,0,1,3,1,1,x,8,-130,-135,-1.5(+148),8.5,-110,8,100
414,961,V,MIL,JCHACIN-R,0,0,0,0,0,0,0,1,0,1,115,130,+1.5(-175),8.5,-110,9,105
414,962,H,LAD,RSTRIPLING-R,2,1,3,0,1,0,0,0,x,7,-135,-140,-1.5(+151),8.5,-110,9,-125
414,963,V,NYM,JDEGROM-R,0,1,0,0,0,0,0,2,0,3,-155,-150,-1.5(+105),8,-110,8.5,100
414,964,H,ATL,JTEHERAN-R,0,1,1,0,1,2,1,1,x,7,135,140,+1.5(-125),8,-110,8.5,-120
414,965,V,CWS,CRODON-L,0,0,0,4,1,0,0,0,0,5,160,180,+1.5(-119),8.5,-110,9,105
414,966,H,NYY,MTANAKA-R,1,0,1,0,0,0,0,0,0,2,-185,-200,-1.5(-101),8.5,-110,9,-125
414,967,V,BAL,JMEANS-L,0,0,0,0,0,0,0,0,0,0,218,230,+1.5(+106),-110,-110,9.5,-115
414,968,H,BOS,DPRICE-L,0,0,0,1,0,0,0,3,x,4,-265,-260,-1.5(-126),-110,-110,9.5,-105
414,969,V,TAM,CMORTON-R,0,0,1,2,0,0,0,5,0,8,-140,-128,-1.5(+130),8,-110,8,-110
414,970,H,TOR,MSTROMAN-R,1,0,0,0,0,0,1,0,2,4,120,118,+1.5(-150),8,-110,8,-110
414,971,V,DET,JZIMMERMANN-R,0,2,0,0,0,0,0,2,0,4,166,210,+1.5(-103),8,-110,8,-105
414,972,H,MIN,JBERRIOS-R,2,1,2,0,0,0,1,0,x,6,-195,-240,-1.5(-117),8,-110,8,-115
414,973,V,CLE,CKLUBER-R,3,0,0,2,0,0,3,0,0,8,-150,-130,-1.5(+115),7.5,-110,7.5,100
414,974,H,KAN,JJUNIS-R,0,4,2,0,1,1,0,0,1,9,130,120,+1.5(-135),7.5,-110,7.5,-120
414,975,V,OAK,BANDERSON-L,1,1,1,4,0,0,0,0,0,7,-140,-145,-1.5(-102),-110,-110,-120,100
414,976,H,TEX,ASAMPSON-R,2,0,0,0,1,0,1,4,x,8,120,135,+1.5(-118),-110,-110,-120,-120
414,977,V,HOU,GCOLE-R,0,0,0,0,0,2,1,0,0,3,-150,-185,-1.5(-119),8.5,-110,7.5,-120
414,978,H,SEA,MGONZALES-L,1,0,1,0,0,0,0,0,0,2,130,170,+1.5(-101),8.5,-110,7.5,100
415,901,V,NYM,NSYNDERGAARD-R,0,0,3,2,0,1,0,0,0,7,100,103,+1.5(-215),7.5,-110,7.5,100
415,902,H,PHI,ANOLA-R,0,0,3,2,0,0,0,1,0,6,-120,-113,-1.5(+180),7.5,-110,7.5,-120
415,903,V,CUB,YDARVISH-R,3,0,0,0,2,0,1,0,1,7,-130,-135,-1.5(+125),8.5,-110,8,-110
415,904,H,MIA,TRICHARDS-R,0,1,0,1,0,0,0,0,0,2,110,125,+1.5(-145),8.5,-110,8,-110
415,905,V,STL,DHUDSON-R,2,0,1,0,0,3,0,0,1,7,110,125,+1.5(-163),9,-110,9.5,105
415,906,H,MIL,FPERALTA-R,0,6,0,0,0,3,0,1,x,10,-130,-135,-1.5(+143),9,-110,9.5,-125
415,907,V,CIN,LCASTILLO-R,2,0,0,0,0,0,0,0,1,3,155,170,+1.5(-130),7,-110,7.5,-110
415,908,H,LAD,CKERSHAW-L,1,0,0,0,1,0,0,0,2,4,-180,-185,-1.5(+110),7,-110,7.5,-110
415,909,V,COL,ASENZATELA-R,0,2,0,0,0,1,2,0,0,5,140,150,+1.5(-145),7,-110,7.5,-110
415,910,H,SDG,JLUCCHESI-L,0,0,0,1,0,0,0,0,1,2,-160,-160,-1.5(+125),7,-110,7.5,-110
415,911,V,BAL,DSTRAILY-R,0,1,0,0,3,0,0,2,2,8,211,230,+1.5(+129),-110,-110,-115,-105
415,912,H,BOS,HVELAZQUEZ-R,0,0,0,0,1,0,0,0,0,1,-255,-260,-1.5(-149),-110,-110,-115,-115
415,913,V,TOR,MSHOEMAKER-R,0,0,0,1,0,0,0,4,0,5,110,110,+1.5(-190),8.5,-110,8.5,-115
415,914,H,MIN,MPEREZ-L,0,0,0,3,0,0,0,0,0,3,-130,-120,-1.5(+163),8.5,-110,8.5,-105
415,915,V,LAA,TCAHILL-R,3,0,1,0,0,0,1,2,0,7,-125,-122,-1.5(+121),-110,-110,100,-120
415,916,H,TEX,SMILLER-R,0,1,3,0,4,3,1,0,x,12,105,112,+1.5(-141),-110,-110,100,100
415,917,V,KAN,HFILLMYER-R,0,3,0,0,0,0,1,0,0,4,110,106,+1.5(-180),9,-110,9.5,100
415,918,H,CWS,ESANTANA-R,0,0,0,0,3,0,0,2,x,5,-130,-116,-1.5(+155),9,-110,9.5,-120
415,919,V,CLE,TBAUER-R,2,0,1,0,0,0,0,2,1,6,-110,-113,-1.5(+150),7.5,-110,7,-115
415,920,H,SEA,YKIKUCHI-L,0,0,0,0,0,1,0,3,0,4,-110,103,+1.5(-174),7.5,-110,7,-105
416,951,V,NYM,SMATZ-L,0,1,1,0,1,0,0,0,0,3,-110,105,+1.5(-183),9,-110,9,-110
416,952,H,PHI,NPIVETTA-R,10,0,0,1,0,3,0,0,x,14,-110,-115,-1.5(+158),9,-110,9,-110
416,953,V,SFO,DRODRIGUEZ-R,0,0,0,0,3,1,2,1,0,7,166,162,+1.5(-126),7.5,-110,8,-105
416,954,H,WAS,SSTRASBURG-R,0,1,0,0,0,0,2,0,0,3,-195,-174,-1.5(+106),7.5,-110,8,-115
416,955,V,CUB,JQUINTANA-L,0,0,1,1,0,0,0,1,1,4,-150,-130,-1.5(+123),8,-110,8,-105
416,956,H,MIA,PLOPEZ-R,0,0,0,0,0,0,0,0,0,0,130,120,+1.5(-143),8,-110,8,-115
416,957,V,ARI,RRAY-L,0,0,0,2,0,0,4,0,3,9,135,125,+1.5(-165),8,-110,8.5,-105
416,958,H,ATL,MFRIED-L,0,0,0,1,4,0,1,0,0,6,-155,-135,-1.5(+144),8,-110,8.5,-115
416,959,V,STL,JFLAHERTY-R,0,0,0,0,0,2,0,2,0,4,105,111,+1.5(-185),9,-110,9,110
416,960,H,MIL,BWOODRUFF-R,0,0,5,0,3,0,0,0,x,8,-125,-121,-1.5(+160),9,-110,9,-130
416,961,V,COL,JGRAY-R,2,1,2,0,0,0,1,0,2,8,130,-103,+1.5(-215),7,-110,7.5,105
416,962,H,SDG,NMARGEVICIUS-L,0,0,0,0,1,0,0,0,1,2,-150,-107,-1.5(+180),7,-110,7.5,-125
416,963,V,CIN,TMAHLE-R,0,0,1,0,0,0,0,0,0,1,144,158,+1.5(-140),8.5,-110,8.5,100
416,964,H,LAD,KMAEDA-R,1,3,0,0,0,0,2,0,x,6,-165,-168,-1.5(+120),8.5,-110,8.5,-120
416,965,V,BOS,CSALE-L,0,0,0,0,0,0,0,0,0,0,-110,-103,+1.5(-210),8.5,-110,8.5,100
416,966,H,NYY,JPAXTON-L,0,0,2,2,0,3,1,0,x,8,-110,-107,-1.5(+176),8.5,-110,8.5,-120
416,967,V,BAL,DBUNDY-R,1,0,1,0,0,0,0,0,0,2,215,215,+1.5(+103),8,-110,8,-105
416,968,H,TAM,TGLASNOW-R,0,0,0,3,0,0,0,1,x,4,-260,-245,-1.5(-123),8,-110,8,-115
416,969,V,TOR,ASANCHEZ-R,0,0,0,0,0,4,2,0,0,6,120,140,+1.5(-150),8,-110,9,100
416,970,H,MIN,KGIBSON-R,0,0,1,0,0,3,0,0,1,5,-140,-150,-1.5(+130),8,-110,9,-120
416,971,V,LAA,JBARRIA-R,0,0,0,0,0,0,0,0,0,0,104,105,+1.5(-170),-110,-110,-115,-105
416,972,H,TEX,MMINOR-L,1,0,0,2,0,2,0,0,x,5,-124,-115,-1.5(+148),-110,-110,-115,-115
416,973,V,KAN,JLOPEZ-R,0,1,0,0,0,0,0,0,0,1,-110,110,+1.5(-185),9,-110,9,-110
416,974,H,CWS,RLOPEZ-R,0,0,1,0,3,0,0,1,x,5,-110,-120,-1.5(+160),9,-110,9,-110
416,975,V,HOU,CMCHUGH-R,1,2,0,5,0,0,1,0,0,9,-145,-148,-1.5(-101),8.5,-110,9,-105
416,976,H,OAK,MESTRADA-R,0,0,0,0,0,0,0,0,1,1,125,138,+1.5(-119),8.5,-110,9,-115
416,977,V,CLE,SBIEBER-R,0,0,0,2,0,0,2,0,0,4,105,-125,-1.5(+119),8,-110,8,100
416,978,H,SEA,MLEAKE-R,0,1,0,0,0,0,0,1,0,2,-125,115,+1.5(-139),8,-110,8,-120
416,979,V,PIT,JMUSGROVE-R,0,1,0,2,0,0,0,0,0,5,-130,102,+1.5(-215),8,-110,7.5,-105
416,980,H,DET,MBOYD-L,0,0,0,2,0,0,0,0,1,3,110,-112,-1.5(+180),8,-110,7.5,-115
417,901,V,NYM,ZWHEELER-R,0,0,0,0,0,0,1,0,1,2,113,100,+1.5(-195),9,-110,8.5,100
417,902,H,PHI,JARRIETA-R,0,1,0,0,1,1,0,0,x,3,-133,-110,-1.5(+166),9,-110,8.5,-120
417,903,V,STL,MWACHA-R,0,2,2,1,0,0,0,1,0,6,107,120,+1.5(-170),9,-110,100,-120
417,904,H,MIL,CBURNES-R,0,0,0,0,2,0,0,1,0,3,-127,-130,-1.5(+148),9,-110,100,100
417,905,V,CIN,SGRAY-R,0,0,0,0,0,0,1,0,1,2,160,160,+1.5(-140),8,-110,8,-105
417,906,H,LAD,WBUEHLER-R,0,0,0,0,0,3,0,0,x,3,-185,-170,-1.5(+120),8,-110,8,-115
417,907,V,SFO,JSAMARDZIJA-R,0,0,0,2,0,0,0,0,4,6,125,135,+1.5(-162),9,-110,8.5,-110
417,908,H,WAS,JHELLICKSON-R,3,1,0,0,0,0,5,0,x,9,-145,-145,-1.5(+142),9,-110,8.5,-110
417,909,V,CUB,CHAMELS-L,0,1,4,0,0,0,0,1,0,6,-168,-165,-1.5(-115),8,-110,8,-120
417,910,H,MIA,SALCANTARA-R,0,0,0,0,0,0,0,0,0,0,146,155,+1.5(-105),8,-110,8,100
417,911,V,ARI,ZGODLEY-R,0,0,0,1,0,0,1,0,0,3,133,155,+1.5(-130),9,-110,9,-110
417,912,H,ATL,KGAUSMAN-R,0,2,0,0,0,0,0,0,0,2,-153,-165,-1.5(+110),9,-110,9,-110
417,913,V,KAN,BKELLER-R,0,0,0,0,2,0,1,0,0,4,-106,-115,-1.5(+140),9.5,-110,8.5,-115
417,914,H,CWS,LGIOLITO-R,0,0,0,2,0,0,0,1,0,3,-114,105,+1.5(-160),9.5,-110,8.5,-105
417,915,V,BOS,NEOVALDI-R,1,2,0,0,0,0,0,0,0,3,103,104,+1.5(-175),9.5,-110,9,-115
417,916,H,NYY,JHAPP-L,0,0,0,1,0,0,4,0,x,5,-123,-114,-1.5(+151),9.5,-110,9,-105
417,917,V,CLE,CCARRASCO-R,0,0,0,0,1,0,0,0,0,1,-140,-128,-1.5(+127),8.5,-110,7.5,-120
417,918,H,SEA,ESwanson-R,0,0,0,0,0,0,0,0,0,0,120,118,+1.5(-147),8.5,-110,7.5,100
417,919,V,BAL,DHESS-R,0,0,0,0,0,0,1,0,0,1,211,220,+1.5(+101),8.5,-110,8,-115
417,920,H,TAM,RSTANEK-R,3,1,2,0,1,0,1,0,x,8,-255,-250,-1.5(-121),8.5,-110,8,-105
417,921,V,TOR,TTHORNTON-R,1,0,0,0,0,0,0,0,0,1,125,150,+1.5(-140),9,-110,8.5,100
417,922,H,MIN,JODORIZZI-R,2,0,1,0,1,0,0,0,x,4,-145,-160,-1.5(+120),9,-110,8.5,-120
417,923,V,LAA,MHARVEY-R,0,1,1,0,0,0,0,1,1,4,102,115,+1.5(-160),-110,-110,-115,-105
417,924,H,TEX,LLYNN-R,0,0,0,1,4,0,0,0,x,5,-122,-125,-1.5(+140),-110,-110,-115,-115
417,925,V,HOU,WMILEY-L,0,0,0,0,0,1,0,0,0,1,-122,-101,+1.5(-205),9,-110,8.5,-120
417,926,H,OAK,FMONTAS-R,0,1,0,0,0,1,0,0,x,2,102,-109,-1.5(+172),9,-110,8.5,100
417,927,V,PIT,TWILLIAMS-R,0,0,0,1,0,0,0,1,0,3,-116,-108,-1.5(+151),8,-110,8.5,-105
417,928,H,DET,STURNBULL-R,0,0,0,2,0,0,0,0,0,2,-104,-102,+1.5(-175),8,-110,8.5,-115
418,951,V,ARI,LWEAVER-R,1,0,0,0,0,0,3,0,0,4,110,158,+1.5(-140),9,-110,8.5,-120
418,952,H,ATL,MSOROKA-R,0,0,0,0,0,0,0,1,0,1,-130,-168,-1.5(+120),9,-110,8.5,100
418,953,V,SFO,DPOMERANZ-L,0,0,0,0,0,0,0,1,1,2,180,177,+1.5(-125),8,-110,7.5,-105
418,954,H,WAS,PCORBIN-L,1,0,1,1,1,0,0,0,x,4,-215,-194,-1.5(+105),8,-110,7.5,-115
418,955,V,LAD,JURIAS-L,0,0,0,0,0,3,0,0,0,3,-110,-108,-1.5(+140),9.5,-110,9.5,-120
418,956,H,MIL,ZDAVIES-R,0,0,0,0,0,0,0,0,1,1,-110,-102,+1.5(-160),9.5,-110,9.5,100
418,957,V,PHI,ZEFLIN-R,0,0,0,0,0,0,2,0,0,2,-115,108,+1.5(-170),-110,-110,100,-120
418,958,H,COL,KFREELAND-L,0,0,0,0,0,3,3,0,x,6,-105,-118,-1.5(+148),-110,-110,100,100
418,959,V,CIN,TROARK-R,1,0,0,0,2,0,0,0,1,4,120,160,+1.5(-145),7.5,-110,7.5,105
418,960,H,SDG,CPADDACK-R,0,0,0,0,0,1,0,0,0,1,-140,-170,-1.5(+125),7.5,-110,7.5,-125
418,961,V,CWS,INOVA-R,0,0,0,0,1,3,1,2,0,7,103,-105,+1.5(-210),8.5,-110,8.5,-125
418,962,H,DET,TROSS-R,0,1,0,1,0,2,3,2,x,9,-123,-105,-1.5(+176),8.5,-110,8.5,105
418,963,V,TOR,CBUCHHOLZ-R,1,0,0,5,0,0,0,1,0,7,144,161,+1.5(-125),8,-110,8,-120
418,964,H,MIN,MPINEDA-R,0,3,0,0,0,0,0,1,0,4,-165,-172,-1.5(+105),8,-110,8,100
418,965,V,KAN,HBAILEY-R,1,1,0,1,0,0,2,0,1,6,170,180,+1.5(-115),9,-110,9,100
418,966,H,NYY,DGERMAN-R,1,0,0,0,0,0,0,0,0,1,-200,-200,-1.5(-105),9,-110,9,-120
418,967,V,BAL,ACASHNER-R,0,0,2,1,0,0,1,1,0,6,NL,220,+1.5(+106),8.5,-110,8.5,-115
418,968,H,TAM,HWOOD-R,1,0,1,0,0,0,0,2,1,5,NL,-250,-1.5(-126),8.5,-110,8.5,-105
418,969,V,SEA,FHERNANDEZ-R,0,4,1,0,0,2,3,0,1,11,-101,110,+1.5(-195),9,-110,-120,100
418,970,H,LAA,CSTRATTON-R,0,0,2,0,0,0,7,1,0,10,-119,-120,-1.5(+166),9,-110,-120,-120
419,901,V,ARI,MKELLY-R,0,0,0,0,0,0,0,0,1,1,135,154,+1.5(-155),7,-110,7,105
419,902,H,CUB,KHENDRICKS-R,0,2,0,1,0,2,0,0,x,5,-155,-164,-1.5(+135),7,-110,7,-125
419,903,V,SFO,MBUMGARNER-L,0,0,0,0,0,0,0,1,0,1,100,-115,-1.5(+148),7,-110,7,-120
419,904,H,PIT,JLYLES-R,4,0,0,0,0,0,0,0,x,4,-120,105,+1.5(-170),7,-110,7,100
419,905,V,WAS,ASANCHEZ-R,1,0,0,0,0,0,1,0,0,2,-140,-123,-1.5(+130),8.5,-110,7.5,-105
419,906,H,MIA,CSMITH-L,0,1,0,0,0,2,0,0,x,3,120,113,+1.5(-150),8.5,-110,7.5,-115
419,907,V,LAD,RSTRIPLING-R,0,1,1,0,0,0,0,3,0,5,-115,-114,-1.5(+140),9.5,-110,9.5,100
419,908,H,MIL,JCHACIN-R,2,0,0,0,0,0,0,1,0,3,-105,104,+1.5(-160),9.5,-110,9.5,-120
419,909,V,NYM,JVARGAS-L,2,1,0,1,0,1,0,0,0,5,130,139,+1.5(-150),9.5,-110,9,-110
419,910,H,STL,AWAINWRIGHT-R,0,0,0,1,0,2,0,1,0,4,-150,-149,-1.5(+130),9.5,-110,9,-110
419,911,V,PHI,VVELASQUEZ-R,1,0,0,0,1,0,0,0,0,3,-110,138,+1.5(-140),-110,-110,-110,-110
419,912,H,COL,GMARQUEZ-R,0,0,0,0,0,2,0,0,0,4,-110,-148,-1.5(+120),-110,-110,-110,-110
419,913,V,CIN,ADESCLAFANI-R,1,0,0,0,0,0,0,0,0,3,120,118,+1.5(-175),7.5,-110,8,-105
419,914,H,SDG,MSTRAHM-L,0,0,1,0,0,0,0,0,0,2,-140,-128,-1.5(+151),7.5,-110,8,-115
419,917,V,KAN,JJUNIS-R,0,0,1,0,0,1,0,0,0,2,188,150,+1.5(-140),9,-110,8.5,100
419,918,H,NYY,CSABATHIA-L,0,0,2,0,1,2,1,0,x,6,-225,-160,-1.5(+120),9,-110,8.5,-120
419,919,V,CWS,CRODON-L,1,0,0,0,1,0,5,0,0,7,-115,-104,+1.5(-205),7.5,-110,8.5,-115
419,920,H,DET,JZIMMERMANN-R,0,0,1,0,0,0,1,0,1,3,-105,-106,-1.5(+172),7.5,-110,8.5,-105
419,921,V,BOS,ERODRIGUEZ-L,0,0,0,0,3,1,0,2,0,6,-107,-112,+1.5(-220),8.5,-110,8.5,100
419,922,H,TAM,RSTANEK-R,0,1,1,0,0,2,0,0,0,4,-113,102,-1.5(+184),8.5,-110,8.5,-120
419,923,V,HOU,JVERLANDER-R,3,1,0,0,3,0,0,0,0,7,-195,-220,-1.5(-145),9,-110,9.5,-105
419,924,H,TEX,DSMYLY-L,0,0,0,0,0,1,0,0,1,2,166,200,+1.5(+125),9,-110,9.5,-115
419,925,V,SEA,MGONZALES-L,0,1,0,2,0,0,0,0,2,5,-105,110,+1.5(-200),9,-110,9,100
419,926,H,LAA,FPENA-R,0,0,0,1,0,0,0,2,0,3,-115,-120,-1.5(+170),9,-110,9,-120
419,927,V,TOR,MSTROMAN-R,0,4,0,1,0,0,0,0,0,5,120,122,+1.5(-170),8,-110,8,-110
419,928,H,OAK,ABROOKS-R,1,0,0,0,0,0,0,0,0,1,-140,-132,-1.5(+148),8,-110,8,-110
420,951,V,NYM,CFLEXEN-R,0,0,0,0,0,0,2,0,0,2,-140,134,+1.5(-160),8,-110,9,-115
420,952,H,STL,MMIKOLAS-R,0,3,2,0,1,3,0,1,x,10,120,-144,-1.5(+140),8,-110,9,-105
420,953,V,ARI,ZGREINKE-R,2,1,0,0,0,3,0,0,0,6,115,123,+1.5(-190),7,-110,7,-110
420,954,H,CUB,YDARVISH-R,0,0,0,0,0,0,0,0,0,0,-135,-133,-1.5(+163),7,-110,7,-110
420,955,V,SFO,DHOLLAND-L,0,0,0,0,1,0,x,x,x,1,140,122,+1.5(-190),7.5,-110,7,-125
420,956,H,PIT,JTAILLON-R,0,0,0,1,2,x,x,x,x,3,-160,-132,-1.5(+163),7.5,-110,7,105
420,957,V,WAS,MSCHERZER-R,0,0,2,0,1,0,0,0,0,3,-225,-255,-1.5(-150),7,-110,7,-105
420,958,H,MIA,JURENA-R,2,0,1,0,1,3,1,1,x,9,188,225,+1.5(+130),7,-110,7,-115
420,959,V,LAD,HRYU-L,0,0,0,0,0,0,0,0,0,0,-125,-123,-1.5(+121),9.5,-110,9,-120
420,960,H,MIL,UNDECIDED,0,0,1,0,0,1,3,0,x,5,105,113,+1.5(-141),9.5,-110,9,100
420,961,V,PHI,ANOLA-R,0,0,1,3,0,0,3,0,1,8,-125,-142,-1.5(+103),-110,-110,-110,-110
420,962,H,COL,ASENZATELA-R,1,1,1,0,0,0,0,2,0,5,105,132,+1.5(-123),-110,-110,-110,-110
420,963,V,CIN,LCASTILLO-R,1,0,0,1,1,0,1,0,0,4,-120,-104,-1.5(+163),7.5,-110,7,-130
420,964,H,SDG,ELAUER-L,0,1,0,0,0,0,0,1,0,2,100,-106,+1.5(-190),7.5,-110,7,110
420,965,V,KAN,HFILLMYER-R,0,0,0,0,0,1,0,0,1,2,192,220,+1.5(+110),8.5,-110,8.5,-120
420,966,H,NYY,MTANAKA-R,1,1,0,4,0,2,1,0,x,9,-230,-250,-1.5(-130),8.5,-110,8.5,100
420,969,V,TOR,MSHOEMAKER-R,0,0,1,5,1,2,0,0,1,10,120,137,+1.5(-166),9,-110,8,-115
420,970,H,OAK,MFIERS-R,0,0,0,0,0,0,0,0,1,1,-140,-147,-1.5(+145),9,-110,8,-105
420,971,V,BOS,RPORCELLO-R,0,5,0,0,0,0,0,0,1,6,130,128,+1.5(-175),8.5,-110,8.5,100
420,972,H,TAM,CMORTON-R,0,1,0,1,0,0,2,1,0,5,-150,-138,-1.5(+151),8.5,-110,8.5,-120
420,973,V,MIN,MPEREZ-L,3,1,6,3,0,0,0,2,1,16,-140,-138,-1.5(+115),9.5,-110,-115,-105
420,974,H,BAL,ACOBB-R,0,0,0,2,0,2,0,3,0,7,120,128,+1.5(-135),9.5,-110,-115,-115
420,975,V,HOU,GCOLE-R,0,0,0,0,2,0,2,0,0,4,-230,-255,-1.5(-180),9.5,-110,-120,100
420,976,H,TEX,ASAMPSON-R,5,0,1,0,3,0,0,0,x,9,192,225,+1.5(+155),9.5,-110,-120,-120
420,977,V,SEA,YKIKUCHI-L,2,0,0,2,1,0,1,0,0,6,-110,106,+1.5(-195),9,-110,8.5,-120
